Airline,FlightNum,PlanTime,ActualTime,Direction,Airport,City,Country,Terminal,Status
LY,325,2024-04-01 17:15:00,2024-04-01 17:41:00,D,CDG,PARIS,FRANCE,3,DEPARTED
IZ,821,2024-04-01 16:30:00,2024-04-01 17:43:00,D,ETM,RAMON,ISRAEL,3,DEPARTED
BA,403,2024-04-01 16:20:00,2024-04-01 17:44:00,D,LHR,LONDON,UNITED KINGDOM,3,DEPARTED
LY,382,2024-04-01 16:55:00,2024-04-01 17:47:00,A,MXP,MILAN,ITALY,3,LANDED
SK,3184,2024-04-01 16:55:00,2024-04-01 17:47:00,A,MXP,MILAN,ITALY,3,LANDED
LY,2373,2024-04-01 17:30:00,2024-04-01 17:48:00,D,BER,BERLIN,GERMANY,3,DEPARTED
LY,363,2024-04-01 17:30:00,2024-04-01 17:55:00,D,VIE,VIENNA,AUSTRIA,3,DEPARTED
IB,2390,2024-04-01 17:30:00,2024-04-01 17:56:00,D,BCN,BARCELONA,SPAIN,3,DEPARTED
LY,391,2024-04-01 17:30:00,2024-04-01 17:56:00,D,BCN,BARCELONA,SPAIN,3,DEPARTED
AF,6172,2024-04-01 17:45:00,2024-04-01 18:07:00,D,MRS,MARSEILLE,FRANCE,3,DEPARTED
LY,321,2024-04-01 17:45:00,2024-04-01 18:07:00,D,MRS,MARSEILLE,FRANCE,3,DEPARTED
TP,8902,2024-04-01 17:45:00,2024-04-01 18:07:00,D,MRS,MARSEILLE,FRANCE,3,DEPARTED
LY,5101,2024-04-01 17:45:00,2024-04-01 18:09:00,D,WAW,WARSAW,POLAND,3,DEPARTED
AM,7866,2024-04-01 17:15:00,2024-04-01 18:11:00,D,MAD,MADRID,SPAIN,3,DEPARTED
AR,7873,2024-04-01 17:15:00,2024-04-01 18:11:00,D,MAD,MADRID,SPAIN,3,DEPARTED
IB,2396,2024-04-01 17:15:00,2024-04-01 18:11:00,D,MAD,MADRID,SPAIN,3,DEPARTED
LY,397,2024-04-01 17:15:00,2024-04-01 18:11:00,D,MAD,MADRID,SPAIN,3,DEPARTED
BZ,131,2024-04-01 18:20:00,2024-04-01 18:20:00,A,FCO,ROME,ITALY,3,CANCELED
XR,138,2024-04-01 18:00:00,2024-04-01 18:20:00,A,ATH,ATHENS,GREECE,3,LANDED
LY,338,2024-04-01 18:05:00,2024-04-01 18:22:00,A,AMS,AMSTERDAM,NETHERLANDS,3,LANDED
SK,3150,2024-04-01 18:05:00,2024-04-01 18:22:00,A,AMS,AMSTERDAM,NETHERLANDS,3,LANDED
EK,2470,2024-04-01 18:40:00,2024-04-01 18:23:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,LANDED
FZ,1125,2024-04-01 18:40:00,2024-04-01 18:23:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,LANDED
6H,046,2024-04-01 18:20:00,2024-04-01 18:28:00,A,ETM,RAMON,ISRAEL,3,LANDED
BZ,461,2024-04-01 18:55:00,2024-04-01 18:33:00,A,PRG,PRAGUE,CZECH REPUBLIC,3,LANDED
6H,885,2024-04-01 18:15:00,2024-04-01 18:35:00,D,BUS,BATUMI,GEORGIA,3,DEPARTED
LY,222,2024-04-01 18:35:00,2024-04-01 18:42:00,A,CDG,PARIS,FRANCE,3,LANDED
AR,7879,2024-04-01 18:00:00,2024-04-01 18:47:00,D,FCO,ROME,ITALY,3,DEPARTED
LY,383,2024-04-01 18:00:00,2024-04-01 18:47:00,D,FCO,ROME,ITALY,3,DEPARTED
SK,3169,2024-04-01 18:00:00,2024-04-01 18:47:00,D,FCO,ROME,ITALY,3,DEPARTED
TP,8900,2024-04-01 18:00:00,2024-04-01 18:47:00,D,FCO,ROME,ITALY,3,DEPARTED
AR,7858,2024-04-01 19:25:00,2024-04-01 18:51:00,A,JFK,NEW YORK,UNITED STATES,3,LANDED
B6,6458,2024-04-01 19:25:00,2024-04-01 18:51:00,A,JFK,NEW YORK,UNITED STATES,3,LANDED
DL,7433,2024-04-01 19:25:00,2024-04-01 18:51:00,A,JFK,NEW YORK,UNITED STATES,3,LANDED
LY,012,2024-04-01 19:25:00,2024-04-01 18:51:00,A,JFK,NEW YORK,UNITED STATES,3,LANDED
I2,3981,2024-04-01 18:35:00,2024-04-01 18:53:00,D,MAD,MADRID,SPAIN,3,DEPARTED
LY,8389,2024-04-01 18:35:00,2024-04-01 18:53:00,D,MAD,MADRID,SPAIN,3,DEPARTED
LY,387,2024-04-01 18:30:00,2024-04-01 18:55:00,D,MXP,MILAN,ITALY,3,DEPARTED
SK,3183,2024-04-01 18:30:00,2024-04-01 18:55:00,D,MXP,MILAN,ITALY,3,DEPARTED
TP,8938,2024-04-01 18:30:00,2024-04-01 18:55:00,D,MXP,MILAN,ITALY,3,DEPARTED
LY,571,2024-04-01 18:30:00,2024-04-01 18:57:00,D,OTP,BUCHAREST,ROMANIA,3,DEPARTED
LY,2523,2024-04-01 17:55:00,2024-04-01 19:03:00,D,PRG,PRAGUE,CZECH REPUBLIC,3,DEPARTED
TO,3459,2024-04-01 18:35:00,2024-04-01 19:14:00,D,ORY,PARIS,FRANCE,3,DEPARTED
LY,5104,2024-04-01 19:30:00,2024-04-01 19:18:00,A,BUS,BATUMI,GEORGIA,3,LANDED
LH,681,2024-04-01 17:05:00,2024-04-01 19:28:00,D,MUC,MUNICH,GERMANY,3,DEPARTED
SN,7172,2024-04-01 17:05:00,2024-04-01 19:28:00,D,MUC,MUNICH,GERMANY,3,DEPARTED
LY,091,2024-04-01 19:15:00,2024-04-01 19:32:00,D,NRT,TOKYO,JAPAN,3,DEPARTED
LX,253,2024-04-01 18:15:00,2024-04-01 19:35:00,D,ZRH,ZURICH,SWITZERLAND,3,DEPARTED
6H,897,2024-04-01 19:30:00,2024-04-01 19:53:00,D,TBS,TBILISI,GEORGIA,3,DEPARTED
LY,612,2024-04-01 20:25:00,2024-04-01 19:55:00,A,DME,MOSCOW,RUSSIAN FEDERATION,3,LANDED
S7,4483,2024-04-01 20:25:00,2024-04-01 19:55:00,A,DME,MOSCOW,RUSSIAN FEDERATION,3,LANDED
IZ,822,2024-04-01 18:55:00,2024-04-01 20:01:00,A,ETM,RAMON,ISRAEL,3,LANDED
LY,543,2024-04-01 18:30:00,2024-04-01 20:03:00,D,ATH,ATHENS,GREECE,3,DEPARTED
EK,2471,2024-04-01 19:50:00,2024-04-01 20:05:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,DEPARTED
FZ,1126,2024-04-01 19:50:00,2024-04-01 20:05:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,DEPARTED
LY,2367,2024-04-01 20:00:00,2024-04-01 20:18:00,D,BUD,BUDAPEST,HUNGARY,3,DEPARTED
6H,562,2024-04-01 20:25:00,2024-04-01 20:29:00,A,ATH,ATHENS,GREECE,3,LANDED
LY,5120,2024-04-01 20:15:00,2024-04-01 20:43:00,A,KRK,KRAKOW,POLAND,3,LANDED
U8,102,2024-04-01 21:20:00,2024-04-01 20:57:00,A,LCA,LARNACA,CYPRUS,3,LANDED
W9,5803,2024-04-01 20:50:00,2024-04-01 21:00:00,A,LGW,LONDON,UNITED KINGDOM,3,LANDED
ET,414,2024-04-01 21:10:00,2024-04-01 21:03:00,A,ADD,ADDIS ABABA,ETHIOPIA,3,LANDED
BZ,701,2024-04-01 21:00:00,2024-04-01 21:11:00,A,ATH,ATHENS,GREECE,3,LANDED
AM,7862,2024-04-01 21:05:00,2024-04-01 21:17:00,A,CDG,PARIS,FRANCE,3,LANDED
LY,087,2024-04-01 21:00:00,2024-04-01 21:17:00,D,HKT,PHUKET,THAILAND,3,DEPARTED
LY,324,2024-04-01 21:05:00,2024-04-01 21:17:00,A,CDG,PARIS,FRANCE,3,LANDED
SK,3160,2024-04-01 21:05:00,2024-04-01 21:17:00,A,CDG,PARIS,FRANCE,3,LANDED
LY,5109,2024-04-01 21:00:00,2024-04-01 21:23:00,D,TBS,TBILISI,GEORGIA,3,DEPARTED
IZ,827,2024-04-01 19:50:00,2024-04-01 21:24:00,D,ETM,RAMON,ISRAEL,3,DEPARTED
6H,843,2024-04-01 21:30:00,2024-04-01 21:40:00,D,RMO,CHISINAU,MOLDOVA,3,DEPARTED
LY,316,2024-04-01 22:00:00,2024-04-01 21:48:00,A,LHR,LONDON,UNITED KINGDOM,3,LANDED
SK,3176,2024-04-01 22:00:00,2024-04-01 21:48:00,A,LHR,LONDON,UNITED KINGDOM,3,LANDED
LY,545,2024-04-01 21:40:00,2024-04-01 21:55:00,D,ATH,ATHENS,GREECE,3,DEPARTED
W9,5804,2024-04-01 21:50:00,2024-04-01 22:26:00,D,LGW,LONDON,UNITED KINGDOM,3,DEPARTED
W4,6403,2024-04-01 21:00:00,2024-04-01 22:32:00,A,MXP,MILAN,ITALY,3,LANDED
H7,457,2024-04-01 22:35:00,2024-04-01 22:36:00,A,RMO,CHISINAU,MOLDOVA,3,LANDED
LY,5133,2024-04-01 21:30:00,2024-04-01 22:37:00,D,LCA,LARNACA,CYPRUS,3,DEPARTED
EK,2450,2024-04-01 22:35:00,2024-04-01 22:44:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,LANDED
FZ,1625,2024-04-01 22:35:00,2024-04-01 22:44:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,LANDED
AF,7074,2024-04-01 22:55:00,2024-04-01 22:57:00,A,CDG,PARIS,FRANCE,3,LANDED
LY,328,2024-04-01 22:55:00,2024-04-01 22:57:00,A,CDG,PARIS,FRANCE,3,LANDED
SK,3162,2024-04-01 22:55:00,2024-04-01 22:57:00,A,CDG,PARIS,FRANCE,3,LANDED
LY,081,2024-04-01 22:45:00,2024-04-01 23:06:00,D,BKK,BANGKOK,THAILAND,3,DEPARTED
QF,5020,2024-04-01 22:45:00,2024-04-01 23:06:00,D,BKK,BANGKOK,THAILAND,3,DEPARTED
TG,4584,2024-04-01 22:45:00,2024-04-01 23:06:00,D,BKK,BANGKOK,THAILAND,3,DEPARTED
VN,3298,2024-04-01 22:45:00,2024-04-01 23:06:00,D,BKK,BANGKOK,THAILAND,3,DEPARTED
LY,084,2024-04-01 22:40:00,2024-04-01 23:08:00,A,BKK,BANGKOK,THAILAND,3,LANDED
QF,5019,2024-04-01 22:40:00,2024-04-01 23:08:00,A,BKK,BANGKOK,THAILAND,3,LANDED
TG,4585,2024-04-01 22:40:00,2024-04-01 23:08:00,A,BKK,BANGKOK,THAILAND,3,LANDED
VN,3295,2024-04-01 22:40:00,2024-04-01 23:08:00,A,BKK,BANGKOK,THAILAND,3,LANDED
BZ,2511,2024-04-01 20:55:00,2024-04-01 23:12:00,A,BCN,BARCELONA,SPAIN,3,LANDED
EK,2345,2024-04-01 23:30:00,2024-04-01 23:28:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,LANDED
FZ,1807,2024-04-01 23:30:00,2024-04-01 23:28:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,LANDED
IZ,336,2024-04-01 23:00:00,2024-04-01 23:33:00,A,FCO,ROME,ITALY,3,LANDED
IZ,828,2024-04-01 22:15:00,2024-04-01 23:37:00,A,ETM,RAMON,ISRAEL,3,LANDED
6H,886,2024-04-02 00:00:00,2024-04-01 23:39:00,A,BUS,BATUMI,GEORGIA,3,LANDED
AF,6174,2024-04-02 00:10:00,2024-04-01 23:44:00,A,NCE,NICE,FRANCE,3,LANDED
LY,224,2024-04-02 00:10:00,2024-04-01 23:44:00,A,NCE,NICE,FRANCE,3,LANDED
H7,458,2024-04-01 23:35:00,2024-04-01 23:46:00,D,RMO,CHISINAU,MOLDOVA,3,DEPARTED
W4,6404,2024-04-01 21:55:00,2024-04-01 23:58:00,D,MXP,MILAN,ITALY,3,DEPARTED
6H,728,2024-04-01 23:55:00,2024-04-02 00:07:00,A,BUD,BUDAPEST,HUNGARY,3,LANDED
EK,2451,2024-04-01 23:55:00,2024-04-02 00:08:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,DEPARTED
FZ,1626,2024-04-01 23:55:00,2024-04-02 00:08:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,DEPARTED
LY,572,2024-04-02 00:55:00,2024-04-02 00:41:00,A,OTP,BUCHAREST,ROMANIA,3,LANDED
AR,7851,2024-04-02 00:15:00,2024-04-02 00:42:00,D,MIA,MIAMI,UNITED STATES,3,DEPARTED
B6,6467,2024-04-02 00:15:00,2024-04-02 00:42:00,D,MIA,MIAMI,UNITED STATES,3,DEPARTED
DL,7437,2024-04-02 00:15:00,2024-04-02 00:42:00,D,MIA,MIAMI,UNITED STATES,3,DEPARTED
LY,017,2024-04-02 00:15:00,2024-04-02 00:42:00,D,MIA,MIAMI,UNITED STATES,3,DEPARTED
LY,544,2024-04-01 23:45:00,2024-04-02 00:54:00,A,ATH,ATHENS,GREECE,3,LANDED
IZ,514,2024-04-02 00:25:00,2024-04-02 01:01:00,A,AMS,AMSTERDAM,NETHERLANDS,3,LANDED
EK,2346,2024-04-02 00:50:00,2024-04-02 01:02:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,DEPARTED
FZ,1808,2024-04-02 00:50:00,2024-04-02 01:02:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,DEPARTED
ET,405,2024-04-02 01:00:00,2024-04-02 01:07:00,D,ADD,ADDIS ABABA,ETHIOPIA,3,DEPARTED
LY,8807,2024-04-02 01:00:00,2024-04-02 01:07:00,D,ADD,ADDIS ABABA,ETHIOPIA,3,DEPARTED
B6,6483,2024-04-02 00:30:00,2024-04-02 01:11:00,D,EWR,NEWARK,UNITED STATES,3,DEPARTED
DL,7443,2024-04-02 00:30:00,2024-04-02 01:11:00,D,EWR,NEWARK,UNITED STATES,3,DEPARTED
LY,027,2024-04-02 00:30:00,2024-04-02 01:11:00,D,EWR,NEWARK,UNITED STATES,3,DEPARTED
LY,083,2024-04-02 00:55:00,2024-04-02 01:16:00,D,BKK,BANGKOK,THAILAND,3,DEPARTED
LY,5134,2024-04-02 00:45:00,2024-04-02 01:16:00,A,LCA,LARNACA,CYPRUS,3,LANDED
QF,5018,2024-04-02 00:55:00,2024-04-02 01:16:00,D,BKK,BANGKOK,THAILAND,3,DEPARTED
TG,4586,2024-04-02 00:55:00,2024-04-02 01:16:00,D,BKK,BANGKOK,THAILAND,3,DEPARTED
AM,7869,2024-04-02 01:00:00,2024-04-02 01:23:00,D,JFK,NEW YORK,UNITED STATES,3,DEPARTED
AR,7853,2024-04-02 01:00:00,2024-04-02 01:23:00,D,JFK,NEW YORK,UNITED STATES,3,DEPARTED
B6,6451,2024-04-02 01:00:00,2024-04-02 01:23:00,D,JFK,NEW YORK,UNITED STATES,3,DEPARTED
DL,7424,2024-04-02 01:00:00,2024-04-02 01:23:00,D,JFK,NEW YORK,UNITED STATES,3,DEPARTED
LY,001,2024-04-02 01:00:00,2024-04-02 01:23:00,D,JFK,NEW YORK,UNITED STATES,3,DEPARTED
B6,6481,2024-04-02 01:00:00,2024-04-02 01:25:00,D,EWR,NEWARK,UNITED STATES,3,DEPARTED
DL,7441,2024-04-02 01:00:00,2024-04-02 01:25:00,D,EWR,NEWARK,UNITED STATES,3,DEPARTED
LY,025,2024-04-02 01:00:00,2024-04-02 01:25:00,D,EWR,NEWARK,UNITED STATES,3,DEPARTED
B6,6465,2024-04-02 01:05:00,2024-04-02 01:27:00,D,BOS,BOSTON,UNITED STATES,3,DEPARTED
DL,7435,2024-04-02 01:05:00,2024-04-02 01:27:00,D,BOS,BOSTON,UNITED STATES,3,DEPARTED
LY,015,2024-04-02 01:05:00,2024-04-02 01:27:00,D,BOS,BOSTON,UNITED STATES,3,DEPARTED
6H,898,2024-04-02 02:00:00,2024-04-02 01:32:00,A,TBS,TBILISI,GEORGIA,3,LANDED
AM,7875,2024-04-02 01:05:00,2024-04-02 01:34:00,D,LAX,LOS ANGELES,UNITED STATES,3,DEPARTED
B6,6461,2024-04-02 01:05:00,2024-04-02 01:34:00,D,LAX,LOS ANGELES,UNITED STATES,3,DEPARTED
DL,7428,2024-04-02 01:05:00,2024-04-02 01:34:00,D,LAX,LOS ANGELES,UNITED STATES,3,DEPARTED
LY,005,2024-04-02 01:05:00,2024-04-02 01:34:00,D,LAX,LOS ANGELES,UNITED STATES,3,DEPARTED
A3,928,2024-04-02 02:00:00,2024-04-02 01:44:00,A,ATH,ATHENS,GREECE,3,LANDED
EK,4977,2024-04-02 02:00:00,2024-04-02 01:44:00,A,ATH,ATHENS,GREECE,3,LANDED
LY,210,2024-04-02 02:05:00,2024-04-02 01:46:00,A,LHR,LONDON,UNITED KINGDOM,3,LANDED
SK,3198,2024-04-02 02:05:00,2024-04-02 01:46:00,A,LHR,LONDON,UNITED KINGDOM,3,LANDED
LY,364,2024-04-02 02:00:00,2024-04-02 01:48:00,A,VIE,VIENNA,AUSTRIA,3,LANDED
IZ,284,2024-04-02 02:10:00,2024-04-02 02:01:00,A,PRG,PRAGUE,CZECH REPUBLIC,3,LANDED
LY,5102,2024-04-02 02:20:00,2024-04-02 02:29:00,A,WAW,WARSAW,POLAND,3,LANDED
AR,7874,2024-04-02 02:10:00,2024-04-02 02:31:00,A,FCO,ROME,ITALY,3,LANDED
LY,384,2024-04-02 02:10:00,2024-04-02 02:31:00,A,FCO,ROME,ITALY,3,LANDED
SK,3166,2024-04-02 02:10:00,2024-04-02 02:31:00,A,FCO,ROME,ITALY,3,LANDED
TP,8897,2024-04-02 02:10:00,2024-04-02 02:31:00,A,FCO,ROME,ITALY,3,LANDED
LY,2374,2024-04-02 03:10:00,2024-04-02 02:40:00,A,BER,BERLIN,GERMANY,3,LANDED
SK,3156,2024-04-02 03:10:00,2024-04-02 02:40:00,A,BER,BERLIN,GERMANY,3,LANDED
LY,548,2024-04-02 02:55:00,2024-04-02 02:45:00,A,ATH,ATHENS,GREECE,3,LANDED
ENT,202,2024-04-02 02:40:00,2024-04-02 03:02:00,A,WAW,WARSAW,POLAND,3,LANDED
LY,2524,2024-04-02 03:05:00,2024-04-02 03:10:00,A,PRG,PRAGUE,CZECH REPUBLIC,3,LANDED
AF,6170,2024-04-02 03:15:00,2024-04-02 03:12:00,A,MRS,MARSEILLE,FRANCE,3,LANDED
LY,322,2024-04-02 03:15:00,2024-04-02 03:12:00,A,MRS,MARSEILLE,FRANCE,3,LANDED
TP,8907,2024-04-02 03:15:00,2024-04-02 03:12:00,A,MRS,MARSEILLE,FRANCE,3,LANDED
AM,7850,2024-04-02 02:55:00,2024-04-02 03:17:00,A,AMS,AMSTERDAM,NETHERLANDS,3,LANDED
LY,336,2024-04-02 02:55:00,2024-04-02 03:17:00,A,AMS,AMSTERDAM,NETHERLANDS,3,LANDED
SK,3152,2024-04-02 02:55:00,2024-04-02 03:17:00,A,AMS,AMSTERDAM,NETHERLANDS,3,LANDED
AR,7865,2024-04-02 04:00:00,2024-04-02 03:26:00,A,JFK,NEW YORK,UNITED STATES,3,LANDED
B6,6454,2024-04-02 04:00:00,2024-04-02 03:26:00,A,JFK,NEW YORK,UNITED STATES,3,LANDED
DL,7427,2024-04-02 04:00:00,2024-04-02 03:26:00,A,JFK,NEW YORK,UNITED STATES,3,LANDED
LY,004,2024-04-02 04:00:00,2024-04-02 03:26:00,A,JFK,NEW YORK,UNITED STATES,3,LANDED
IB,2391,2024-04-02 03:35:00,2024-04-02 03:28:00,A,BCN,BARCELONA,SPAIN,3,LANDED
LY,392,2024-04-02 03:35:00,2024-04-02 03:28:00,A,BCN,BARCELONA,SPAIN,3,LANDED
LY,314,2024-04-02 03:35:00,2024-04-02 03:31:00,A,LTN,LONDON LUTON,UNITED KINGDOM,3,LANDED
LY,5110,2024-04-02 03:15:00,2024-04-02 03:33:00,A,TBS,TBILISI,GEORGIA,3,LANDED
OS,859,2024-04-02 03:35:00,2024-04-02 03:40:00,A,VIE,VIENNA,AUSTRIA,3,LANDED
LY,2368,2024-04-02 03:40:00,2024-04-02 03:42:00,A,BUD,BUDAPEST,HUNGARY,3,LANDED
LY,388,2024-04-02 03:40:00,2024-04-02 03:55:00,A,MXP,MILAN,ITALY,3,LANDED
SK,3180,2024-04-02 03:40:00,2024-04-02 03:55:00,A,MXP,MILAN,ITALY,3,LANDED
TP,8901,2024-04-02 03:40:00,2024-04-02 03:55:00,A,MXP,MILAN,ITALY,3,LANDED
AF,7072,2024-04-02 03:55:00,2024-04-02 03:59:00,A,CDG,PARIS,FRANCE,3,LANDED
AM,7854,2024-04-02 03:55:00,2024-04-02 03:59:00,A,CDG,PARIS,FRANCE,3,LANDED
LY,326,2024-04-02 03:55:00,2024-04-02 03:59:00,A,CDG,PARIS,FRANCE,3,LANDED
SK,3158,2024-04-02 03:55:00,2024-04-02 03:59:00,A,CDG,PARIS,FRANCE,3,LANDED
6H,844,2024-04-02 04:25:00,2024-04-02 04:02:00,A,RMO,CHISINAU,MOLDOVA,3,LANDED
ET,404,2024-04-02 04:00:00,2024-04-02 04:06:00,A,ADD,ADDIS ABABA,ETHIOPIA,3,LANDED
LO,151,2024-04-02 03:50:00,2024-04-02 04:30:00,A,WAW,WARSAW,POLAND,3,LANDED
LY,9256,2024-04-02 03:50:00,2024-04-02 04:30:00,A,WAW,WARSAW,POLAND,3,LANDED
AM,7876,2024-04-02 05:10:00,2024-04-02 04:35:00,A,LHR,LONDON,UNITED KINGDOM,3,LANDED
LY,318,2024-04-02 05:10:00,2024-04-02 04:35:00,A,LHR,LONDON,UNITED KINGDOM,3,LANDED
SK,3174,2024-04-02 05:10:00,2024-04-02 04:35:00,A,LHR,LONDON,UNITED KINGDOM,3,LANDED
OK,5288,2024-04-02 04:35:00,2024-04-02 04:39:00,A,PRG,PRAGUE,CZECH REPUBLIC,3,LANDED
QS,1286,2024-04-02 04:35:00,2024-04-02 04:39:00,A,PRG,PRAGUE,CZECH REPUBLIC,3,LANDED
AM,7878,2024-04-02 04:30:00,2024-04-02 04:55:00,A,MAD,MADRID,SPAIN,3,LANDED
AR,7870,2024-04-02 04:30:00,2024-04-02 04:55:00,A,MAD,MADRID,SPAIN,3,LANDED
IB,2397,2024-04-02 04:30:00,2024-04-02 04:55:00,A,MAD,MADRID,SPAIN,3,LANDED
LY,398,2024-04-02 04:30:00,2024-04-02 04:55:00,A,MAD,MADRID,SPAIN,3,LANDED
IZ,415,2024-04-02 04:55:00,2024-04-02 05:01:00,D,BUS,BATUMI,GEORGIA,3,DEPARTED
ENT,203,2024-04-02 05:00:00,2024-04-02 05:05:00,D,WAW,WARSAW,POLAND,3,DEPARTED
WZ,017,2024-04-02 06:10:00,2024-04-02 05:08:00,A,DME,MOSCOW,RUSSIAN FEDERATION,3,LANDED
A3,929,2024-04-02 05:00:00,2024-04-02 05:09:00,D,ATH,ATHENS,GREECE,3,DEPARTED
LY,311,2024-04-02 05:00:00,2024-04-02 05:11:00,D,LTN,LONDON LUTON,UNITED KINGDOM,3,DEPARTED
NH,5620,2024-04-02 05:00:00,2024-04-02 05:17:00,D,VIE,VIENNA,AUSTRIA,3,DEPARTED
OS,860,2024-04-02 05:00:00,2024-04-02 05:17:00,D,VIE,VIENNA,AUSTRIA,3,DEPARTED
OK,5289,2024-04-02 05:35:00,2024-04-02 05:49:00,D,PRG,PRAGUE,CZECH REPUBLIC,3,DEPARTED
QS,1287,2024-04-02 05:35:00,2024-04-02 05:49:00,D,PRG,PRAGUE,CZECH REPUBLIC,3,DEPARTED
AM,7879,2024-04-02 05:30:00,2024-04-02 05:53:00,D,MAD,MADRID,SPAIN,3,DEPARTED
AR,7871,2024-04-02 05:30:00,2024-04-02 05:53:00,D,MAD,MADRID,SPAIN,3,DEPARTED
IB,2394,2024-04-02 05:30:00,2024-04-02 05:53:00,D,MAD,MADRID,SPAIN,3,DEPARTED
LY,395,2024-04-02 05:30:00,2024-04-02 05:53:00,D,MAD,MADRID,SPAIN,3,DEPARTED
LY,376,2024-04-02 05:45:00,2024-04-02 05:59:00,A,LIS,LISBON,PORTUGAL,3,LANDED
TP,8913,2024-04-02 05:45:00,2024-04-02 05:59:00,A,LIS,LISBON,PORTUGAL,3,LANDED
IB,2392,2024-04-02 05:45:00,2024-04-02 06:00:00,D,BCN,BARCELONA,SPAIN,3,DEPARTED
LY,393,2024-04-02 05:45:00,2024-04-02 06:00:00,D,BCN,BARCELONA,SPAIN,3,DEPARTED
AF,7067,2024-04-02 05:50:00,2024-04-02 06:06:00,D,CDG,PARIS,FRANCE,3,DEPARTED
AM,7867,2024-04-02 05:50:00,2024-04-02 06:06:00,D,CDG,PARIS,FRANCE,3,DEPARTED
LY,319,2024-04-02 05:50:00,2024-04-02 06:06:00,D,CDG,PARIS,FRANCE,3,DEPARTED
SK,3161,2024-04-02 05:50:00,2024-04-02 06:06:00,D,CDG,PARIS,FRANCE,3,DEPARTED
AR,7850,2024-04-02 07:00:00,2024-04-02 06:12:00,A,MIA,MIAMI,UNITED STATES,3,LANDED
B6,6468,2024-04-02 07:00:00,2024-04-02 06:12:00,A,MIA,MIAMI,UNITED STATES,3,LANDED
DL,7438,2024-04-02 07:00:00,2024-04-02 06:12:00,A,MIA,MIAMI,UNITED STATES,3,LANDED
LY,018,2024-04-02 07:00:00,2024-04-02 06:12:00,A,MIA,MIAMI,UNITED STATES,3,LANDED
LO,152,2024-04-02 05:05:00,2024-04-02 06:14:00,D,WAW,WARSAW,POLAND,3,DEPARTED
LY,9255,2024-04-02 05:05:00,2024-04-02 06:14:00,D,WAW,WARSAW,POLAND,3,DEPARTED
