Airline,FlightNum,PlanTime,ActualTime,Direction,Airport,City,Country,Terminal,Status
AM,7875,2024-03-11 00:45:00,2024-03-11 01:00:00,D,LAX,LOS ANGELES,UNITED STATES,3,DEPARTED
B6,6461,2024-03-11 00:45:00,2024-03-11 01:00:00,D,LAX,LOS ANGELES,UNITED STATES,3,DEPARTED
DL,7428,2024-03-11 00:45:00,2024-03-11 01:00:00,D,LAX,LOS ANGELES,UNITED STATES,3,DEPARTED
LY,005,2024-03-11 00:45:00,2024-03-11 01:00:00,D,LAX,LOS ANGELES,UNITED STATES,3,DEPARTED
LY,3009,2024-03-11 01:00:00,2024-03-11 01:00:00,D,JFK,NEW YORK,UNITED STATES,3,CANCELED
WZ,016,2024-03-11 00:05:00,2024-03-11 01:06:00,D,DME,MOSCOW,RUSSIAN FEDERATION,3,DEPARTED
AM,7869,2024-03-11 00:45:00,2024-03-11 01:09:00,D,JFK,NEW YORK,UNITED STATES,3,DEPARTED
AR,7853,2024-03-11 00:45:00,2024-03-11 01:09:00,D,JFK,NEW YORK,UNITED STATES,3,DEPARTED
B6,6451,2024-03-11 00:45:00,2024-03-11 01:09:00,D,JFK,NEW YORK,UNITED STATES,3,DEPARTED
DL,7424,2024-03-11 00:45:00,2024-03-11 01:09:00,D,JFK,NEW YORK,UNITED STATES,3,DEPARTED
LY,001,2024-03-11 00:45:00,2024-03-11 01:09:00,D,JFK,NEW YORK,UNITED STATES,3,DEPARTED
LY,157,2024-03-11 01:00:00,2024-03-11 01:10:00,D,JFK,NEW YORK,UNITED STATES,3,DEPARTED
B6,6483,2024-03-11 01:00:00,2024-03-11 01:15:00,D,EWR,NEWARK,UNITED STATES,3,DEPARTED
DL,7443,2024-03-11 01:00:00,2024-03-11 01:15:00,D,EWR,NEWARK,UNITED STATES,3,DEPARTED
LY,027,2024-03-11 01:00:00,2024-03-11 01:15:00,D,EWR,NEWARK,UNITED STATES,3,DEPARTED
LY,2368,2024-03-11 00:55:00,2024-03-11 01:25:00,A,BUD,BUDAPEST,HUNGARY,3,LANDED
AR,7851,2024-03-11 01:00:00,2024-03-11 01:29:00,D,MIA,MIAMI,UNITED STATES,3,DEPARTED
B6,6467,2024-03-11 01:00:00,2024-03-11 01:29:00,D,MIA,MIAMI,UNITED STATES,3,DEPARTED
DL,7437,2024-03-11 01:00:00,2024-03-11 01:29:00,D,MIA,MIAMI,UNITED STATES,3,DEPARTED
LY,017,2024-03-11 01:00:00,2024-03-11 01:29:00,D,MIA,MIAMI,UNITED STATES,3,DEPARTED
ET,405,2024-03-11 01:30:00,2024-03-11 01:33:00,D,ADD,ADDIS ABABA,ETHIOPIA,3,DEPARTED
LY,8807,2024-03-11 01:30:00,2024-03-11 01:33:00,D,ADD,ADDIS ABABA,ETHIOPIA,3,DEPARTED
LY,356,2024-03-11 00:35:00,2024-03-11 01:50:00,A,FRA,FRANKFURT,GERMANY,3,LANDED
LY,328,2024-03-11 01:25:00,2024-03-11 01:52:00,A,CDG,PARIS,FRANCE,3,LANDED
SK,3162,2024-03-11 01:25:00,2024-03-11 01:52:00,A,CDG,PARIS,FRANCE,3,LANDED
LY,2374,2024-03-11 02:20:00,2024-03-11 02:00:00,A,BER,BERLIN,GERMANY,3,LANDED
SK,3156,2024-03-11 02:20:00,2024-03-11 02:00:00,A,BER,BERLIN,GERMANY,3,LANDED
6H,892,2024-03-11 02:25:00,2024-03-11 02:12:00,A,TBS,TBILISI,GEORGIA,3,LANDED
LY,344,2024-03-11 02:10:00,2024-03-11 02:28:00,A,ZRH,ZURICH,SWITZERLAND,3,LANDED
SK,3190,2024-03-11 02:10:00,2024-03-11 02:28:00,A,ZRH,ZURICH,SWITZERLAND,3,LANDED
LY,288,2024-03-11 02:10:00,2024-03-11 02:30:00,A,MXP,MILAN,ITALY,3,LANDED
SK,3182,2024-03-11 02:10:00,2024-03-11 02:30:00,A,MXP,MILAN,ITALY,3,LANDED
A3,928,2024-03-11 03:00:00,2024-03-11 02:33:00,A,ATH,ATHENS,GREECE,3,LANDED
FB,1528,2024-03-11 03:00:00,2024-03-11 02:33:00,A,ATH,ATHENS,GREECE,3,LANDED
LY,2524,2024-03-11 02:45:00,2024-03-11 02:37:00,A,PRG,PRAGUE,CZECH REPUBLIC,3,LANDED
AR,7878,2024-03-11 02:15:00,2024-03-11 03:11:00,A,FCO,ROME,ITALY,3,LANDED
LY,284,2024-03-11 02:15:00,2024-03-11 03:11:00,A,FCO,ROME,ITALY,3,LANDED
TP,8939,2024-03-11 02:15:00,2024-03-11 03:11:00,A,FCO,ROME,ITALY,3,LANDED
LY,352,2024-03-11 02:10:00,2024-03-11 03:18:00,A,MUC,MUNICH,GERMANY,3,LANDED
SK,3178,2024-03-11 02:10:00,2024-03-11 03:18:00,A,MUC,MUNICH,GERMANY,3,LANDED
LY,376,2024-03-11 02:30:00,2024-03-11 03:25:00,A,LIS,LISBON,PORTUGAL,3,LANDED
TP,8913,2024-03-11 02:30:00,2024-03-11 03:25:00,A,LIS,LISBON,PORTUGAL,3,LANDED
OS,859,2024-03-11 03:35:00,2024-03-11 03:32:00,A,VIE,VIENNA,AUSTRIA,3,LANDED
LO,151,2024-03-11 03:45:00,2024-03-11 03:38:00,A,WAW,WARSAW,POLAND,3,LANDED
LY,9256,2024-03-11 03:45:00,2024-03-11 03:38:00,A,WAW,WARSAW,POLAND,3,LANDED
AM,7850,2024-03-11 02:55:00,2024-03-11 03:40:00,A,AMS,AMSTERDAM,NETHERLANDS,3,LANDED
LY,336,2024-03-11 02:55:00,2024-03-11 03:40:00,A,AMS,AMSTERDAM,NETHERLANDS,3,LANDED
SK,3152,2024-03-11 02:55:00,2024-03-11 03:40:00,A,AMS,AMSTERDAM,NETHERLANDS,3,LANDED
AM,7854,2024-03-11 03:55:00,2024-03-11 03:43:00,A,CDG,PARIS,FRANCE,3,LANDED
LY,326,2024-03-11 03:55:00,2024-03-11 03:43:00,A,CDG,PARIS,FRANCE,3,LANDED
SK,3158,2024-03-11 03:55:00,2024-03-11 03:43:00,A,CDG,PARIS,FRANCE,3,LANDED
IB,2391,2024-03-11 04:00:00,2024-03-11 04:17:00,A,BCN,BARCELONA,SPAIN,3,LANDED
LY,392,2024-03-11 04:00:00,2024-03-11 04:17:00,A,BCN,BARCELONA,SPAIN,3,LANDED
6H,724,2024-03-11 04:00:00,2024-03-11 04:22:00,A,SOF,SOFIA,BULGARIA,3,LANDED
QS,1286,2024-03-11 04:35:00,2024-03-11 04:25:00,A,PRG,PRAGUE,CZECH REPUBLIC,3,LANDED
IZ,282,2024-03-11 04:35:00,2024-03-11 04:29:00,A,PRG,PRAGUE,CZECH REPUBLIC,3,LANDED
AM,7878,2024-03-11 04:20:00,2024-03-11 04:47:00,A,MAD,MADRID,SPAIN,3,LANDED
AR,7870,2024-03-11 04:20:00,2024-03-11 04:47:00,A,MAD,MADRID,SPAIN,3,LANDED
IB,2397,2024-03-11 04:20:00,2024-03-11 04:47:00,A,MAD,MADRID,SPAIN,3,LANDED
LY,398,2024-03-11 04:20:00,2024-03-11 04:47:00,A,MAD,MADRID,SPAIN,3,LANDED
BZ,251,2024-03-11 05:05:00,2024-03-11 05:06:00,A,BCN,BARCELONA,SPAIN,3,LANDED
A3,929,2024-03-11 05:15:00,2024-03-11 05:30:00,D,ATH,ATHENS,GREECE,3,DEPARTED
FB,1529,2024-03-11 05:15:00,2024-03-11 05:30:00,D,ATH,ATHENS,GREECE,3,DEPARTED
JU,7623,2024-03-11 05:15:00,2024-03-11 05:30:00,D,ATH,ATHENS,GREECE,3,DEPARTED
LY,082,2024-03-11 06:15:00,2024-03-11 05:30:00,A,BKK,BANGKOK,THAILAND,3,LANDED
QF,5021,2024-03-11 06:15:00,2024-03-11 05:30:00,A,BKK,BANGKOK,THAILAND,3,LANDED
TG,5483,2024-03-11 06:15:00,2024-03-11 05:30:00,A,BKK,BANGKOK,THAILAND,3,LANDED
VN,3299,2024-03-11 06:15:00,2024-03-11 05:30:00,A,BKK,BANGKOK,THAILAND,3,LANDED
LY,004,2024-03-11 05:50:00,2024-03-11 05:33:00,A,JFK,NEW YORK,UNITED STATES,3,LANDED
LO,152,2024-03-11 05:20:00,2024-03-11 05:36:00,D,WAW,WARSAW,POLAND,3,DEPARTED
LY,9255,2024-03-11 05:20:00,2024-03-11 05:36:00,D,WAW,WARSAW,POLAND,3,DEPARTED
AA,9267,2024-03-11 05:05:00,2024-03-11 05:38:00,A,LHR,LONDON,UNITED KINGDOM,3,LANDED
AM,7876,2024-03-11 05:05:00,2024-03-11 05:38:00,A,LHR,LONDON,UNITED KINGDOM,3,LANDED
LY,318,2024-03-11 05:05:00,2024-03-11 05:38:00,A,LHR,LONDON,UNITED KINGDOM,3,LANDED
NH,5620,2024-03-11 05:20:00,2024-03-11 05:38:00,D,VIE,VIENNA,AUSTRIA,3,DEPARTED
OS,860,2024-03-11 05:20:00,2024-03-11 05:38:00,D,VIE,VIENNA,AUSTRIA,3,DEPARTED
SK,3174,2024-03-11 05:05:00,2024-03-11 05:38:00,A,LHR,LONDON,UNITED KINGDOM,3,LANDED
QS,1287,2024-03-11 05:35:00,2024-03-11 05:59:00,D,PRG,PRAGUE,CZECH REPUBLIC,3,DEPARTED
B6,6484,2024-03-11 06:35:00,2024-03-11 06:04:00,A,EWR,NEWARK,UNITED STATES,3,LANDED
DL,7444,2024-03-11 06:35:00,2024-03-11 06:04:00,A,EWR,NEWARK,UNITED STATES,3,LANDED
LY,028,2024-03-11 06:35:00,2024-03-11 06:04:00,A,EWR,NEWARK,UNITED STATES,3,LANDED
AA,9262,2024-03-11 05:50:00,2024-03-11 06:09:00,D,CDG,PARIS,FRANCE,3,DEPARTED
AM,7867,2024-03-11 05:50:00,2024-03-11 06:09:00,D,CDG,PARIS,FRANCE,3,DEPARTED
LY,319,2024-03-11 05:50:00,2024-03-11 06:09:00,D,CDG,PARIS,FRANCE,3,DEPARTED
SK,3161,2024-03-11 05:50:00,2024-03-11 06:09:00,D,CDG,PARIS,FRANCE,3,DEPARTED
AA,9263,2024-03-11 06:00:00,2024-03-11 06:11:00,D,MUC,MUNICH,GERMANY,3,DEPARTED
LY,353,2024-03-11 06:00:00,2024-03-11 06:11:00,D,MUC,MUNICH,GERMANY,3,DEPARTED
LY,357,2024-03-11 06:00:00,2024-03-11 06:14:00,D,FRA,FRANKFURT,GERMANY,3,DEPARTED
SK,3165,2024-03-11 06:00:00,2024-03-11 06:14:00,D,FRA,FRANKFURT,GERMANY,3,DEPARTED
AR,7850,2024-03-11 06:45:00,2024-03-11 06:15:00,A,MIA,MIAMI,UNITED STATES,3,LANDED
B6,6468,2024-03-11 06:45:00,2024-03-11 06:15:00,A,MIA,MIAMI,UNITED STATES,3,LANDED
DL,7438,2024-03-11 06:45:00,2024-03-11 06:15:00,A,MIA,MIAMI,UNITED STATES,3,LANDED
LY,018,2024-03-11 06:45:00,2024-03-11 06:15:00,A,MIA,MIAMI,UNITED STATES,3,LANDED
AM,7864,2024-03-11 05:55:00,2024-03-11 06:17:00,D,AMS,AMSTERDAM,NETHERLANDS,3,DEPARTED
LY,337,2024-03-11 05:55:00,2024-03-11 06:17:00,D,AMS,AMSTERDAM,NETHERLANDS,3,DEPARTED
SK,3155,2024-03-11 05:55:00,2024-03-11 06:17:00,D,AMS,AMSTERDAM,NETHERLANDS,3,DEPARTED
LY,2371,2024-03-11 06:00:00,2024-03-11 06:20:00,D,BER,BERLIN,GERMANY,3,DEPARTED
SK,3157,2024-03-11 06:00:00,2024-03-11 06:20:00,D,BER,BERLIN,GERMANY,3,DEPARTED
AR,7877,2024-03-11 06:10:00,2024-03-11 06:22:00,D,FCO,ROME,ITALY,3,DEPARTED
LY,385,2024-03-11 06:10:00,2024-03-11 06:22:00,D,FCO,ROME,ITALY,3,DEPARTED
SK,3167,2024-03-11 06:10:00,2024-03-11 06:22:00,D,FCO,ROME,ITALY,3,DEPARTED
TP,8898,2024-03-11 06:10:00,2024-03-11 06:22:00,D,FCO,ROME,ITALY,3,DEPARTED
AA,9265,2024-03-11 06:15:00,2024-03-11 06:30:00,D,MAD,MADRID,SPAIN,3,DEPARTED
AM,7879,2024-03-11 06:15:00,2024-03-11 06:30:00,D,MAD,MADRID,SPAIN,3,DEPARTED
AR,7871,2024-03-11 06:15:00,2024-03-11 06:30:00,D,MAD,MADRID,SPAIN,3,DEPARTED
IB,2394,2024-03-11 06:15:00,2024-03-11 06:30:00,D,MAD,MADRID,SPAIN,3,DEPARTED
LY,395,2024-03-11 06:15:00,2024-03-11 06:30:00,D,MAD,MADRID,SPAIN,3,DEPARTED
BZ,702,2024-03-11 06:00:00,2024-03-11 06:36:00,D,ATH,ATHENS,GREECE,3,DEPARTED
IZ,801,2024-03-11 06:30:00,2024-03-11 06:38:00,D,ETM,RAMON,ISRAEL,3,DEPARTED
IB,2392,2024-03-11 06:30:00,2024-03-11 06:53:00,D,BCN,BARCELONA,SPAIN,3,DEPARTED
LY,393,2024-03-11 06:30:00,2024-03-11 06:53:00,D,BCN,BARCELONA,SPAIN,3,DEPARTED
LY,573,2024-03-11 06:55:00,2024-03-11 07:11:00,D,OTP,BUCHAREST,ROMANIA,3,DEPARTED
LY,381,2024-03-11 06:50:00,2024-03-11 07:16:00,D,MXP,MILAN,ITALY,3,DEPARTED
SK,3185,2024-03-11 06:50:00,2024-03-11 07:16:00,D,MXP,MILAN,ITALY,3,DEPARTED
TP,8910,2024-03-11 06:50:00,2024-03-11 07:16:00,D,MXP,MILAN,ITALY,3,DEPARTED
LY,311,2024-03-11 07:00:00,2024-03-11 07:19:00,D,LTN,LONDON LUTON,UNITED KINGDOM,3,DEPARTED
LY,541,2024-03-11 06:50:00,2024-03-11 07:21:00,D,ATH,ATHENS,GREECE,3,DEPARTED
IZ,413,2024-03-11 07:00:00,2024-03-11 07:23:00,D,BUS,BATUMI,GEORGIA,3,DEPARTED
LY,345,2024-03-11 06:10:00,2024-03-11 07:25:00,D,GVA,GENEVA,SWITZERLAND,3,DEPARTED
LY,5119,2024-03-11 07:00:00,2024-03-11 07:27:00,D,KRK,KRAKOW,POLAND,3,DEPARTED
BZ,112,2024-03-11 07:05:00,2024-03-11 07:30:00,D,LCA,LARNACA,CYPRUS,3,DEPARTED
LY,2365,2024-03-11 07:05:00,2024-03-11 07:31:00,D,BUD,BUDAPEST,HUNGARY,3,DEPARTED
IZ,161,2024-03-11 07:30:00,2024-03-11 07:33:00,D,LCA,LARNACA,CYPRUS,3,DEPARTED
LY,551,2024-03-11 07:30:00,2024-03-11 07:43:00,D,SOF,SOFIA,BULGARIA,3,DEPARTED
LY,347,2024-03-11 07:30:00,2024-03-11 07:44:00,D,ZRH,ZURICH,SWITZERLAND,3,DEPARTED
SK,3189,2024-03-11 07:30:00,2024-03-11 07:44:00,D,ZRH,ZURICH,SWITZERLAND,3,DEPARTED
6H,043,2024-03-11 07:30:00,2024-03-11 07:47:00,D,ETM,RAMON,ISRAEL,3,DEPARTED
UA,084,2024-03-11 08:20:00,2024-03-11 07:50:00,A,EWR,NEWARK,UNITED STATES,3,LANDED
6H,661,2024-03-11 07:20:00,2024-03-11 07:50:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,DEPARTED
IZ,511,2024-03-11 07:55:00,2024-03-11 08:14:00,D,AMS,AMSTERDAM,NETHERLANDS,3,DEPARTED
6H,885,2024-03-11 08:10:00,2024-03-11 08:25:00,D,BUS,BATUMI,GEORGIA,3,DEPARTED
LY,611,2024-03-11 08:20:00,2024-03-11 08:40:00,D,DME,MOSCOW,RUSSIAN FEDERATION,3,DEPARTED
S7,4482,2024-03-11 08:20:00,2024-03-11 08:40:00,D,DME,MOSCOW,RUSSIAN FEDERATION,3,DEPARTED
IZ,802,2024-03-11 08:45:00,2024-03-11 08:43:00,A,ETM,RAMON,ISRAEL,3,LANDED
LY,086,2024-03-11 09:15:00,2024-03-11 08:51:00,A,BKK,BANGKOK,THAILAND,3,LANDED
EK,2369,2024-03-11 08:55:00,2024-03-11 09:05:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,LANDED
FZ,1549,2024-03-11 08:55:00,2024-03-11 09:05:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,LANDED
LY,003,2024-03-11 08:45:00,2024-03-11 09:06:00,D,JFK,NEW YORK,UNITED STATES,3,DEPARTED
AM,7885,2024-03-11 09:00:00,2024-03-11 09:16:00,D,CDG,PARIS,FRANCE,3,DEPARTED
LY,323,2024-03-11 09:00:00,2024-03-11 09:16:00,D,CDG,PARIS,FRANCE,3,DEPARTED
SK,3163,2024-03-11 09:00:00,2024-03-11 09:16:00,D,CDG,PARIS,FRANCE,3,DEPARTED
AA,9261,2024-03-11 09:15:00,2024-03-11 09:29:00,D,LHR,LONDON,UNITED KINGDOM,3,DEPARTED
AM,7863,2024-03-11 09:15:00,2024-03-11 09:29:00,D,LHR,LONDON,UNITED KINGDOM,3,DEPARTED
LY,315,2024-03-11 09:15:00,2024-03-11 09:29:00,D,LHR,LONDON,UNITED KINGDOM,3,DEPARTED
SK,3181,2024-03-11 09:15:00,2024-03-11 09:29:00,D,LHR,LONDON,UNITED KINGDOM,3,DEPARTED
A4,5025,2024-03-11 10:05:00,2024-03-11 09:36:00,A,AER,SOCHI,RUSSIAN FEDERATION,3,LANDED
6H,044,2024-03-11 10:00:00,2024-03-11 09:50:00,A,ETM,RAMON,ISRAEL,3,LANDED
U8,103,2024-03-11 09:30:00,2024-03-11 09:52:00,D,LCA,LARNACA,CYPRUS,3,DEPARTED
W6,2325,2024-03-11 10:05:00,2024-03-11 09:52:00,A,BUD,BUDAPEST,HUNGARY,3,LANDED
IZ,807,2024-03-11 09:40:00,2024-03-11 10:04:00,D,ETM,RAMON,ISRAEL,3,DEPARTED
IZ,162,2024-03-11 10:30:00,2024-03-11 10:09:00,A,LCA,LARNACA,CYPRUS,3,LANDED
AM,7868,2024-03-11 10:20:00,2024-03-11 10:13:00,A,JFK,NEW YORK,UNITED STATES,3,LANDED
AR,7852,2024-03-11 10:20:00,2024-03-11 10:13:00,A,JFK,NEW YORK,UNITED STATES,3,LANDED
B6,6450,2024-03-11 10:20:00,2024-03-11 10:13:00,A,JFK,NEW YORK,UNITED STATES,3,LANDED
DL,7425,2024-03-11 10:20:00,2024-03-11 10:13:00,A,JFK,NEW YORK,UNITED STATES,3,LANDED
LY,002,2024-03-11 10:20:00,2024-03-11 10:13:00,A,JFK,NEW YORK,UNITED STATES,3,LANDED
6H,725,2024-03-11 10:00:00,2024-03-11 10:19:00,D,BUD,BUDAPEST,HUNGARY,3,DEPARTED
HY,301,2024-03-11 10:35:00,2024-03-11 10:22:00,A,TAS,TASHKENT,UZBEKISTAN,3,LANDED
EK,2370,2024-03-11 10:10:00,2024-03-11 10:26:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,DEPARTED
FZ,1550,2024-03-11 10:10:00,2024-03-11 10:26:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,DEPARTED
EK,2450,2024-03-11 10:20:00,2024-03-11 10:32:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,LANDED
FZ,1081,2024-03-11 10:20:00,2024-03-11 10:32:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,LANDED
UA,085,2024-03-11 10:30:00,2024-03-11 10:43:00,D,EWR,NEWARK,UNITED STATES,3,DEPARTED
IZ,211,2024-03-11 10:20:00,2024-03-11 11:01:00,D,ATH,ATHENS,GREECE,3,DEPARTED
BZ,111,2024-03-11 11:35:00,2024-03-11 11:11:00,A,LCA,LARNACA,CYPRUS,3,LANDED
A4,5026,2024-03-11 11:05:00,2024-03-11 11:19:00,D,AER,SOCHI,RUSSIAN FEDERATION,3,DEPARTED
W6,2326,2024-03-11 10:55:00,2024-03-11 11:26:00,D,BUD,BUDAPEST,HUNGARY,3,DEPARTED
EY,593,2024-03-11 11:20:00,2024-03-11 11:31:00,A,AUH,ABU DHABI,UNITED ARAB EMIRATES,3,LANDED
LY,9600,2024-03-11 11:20:00,2024-03-11 11:31:00,A,AUH,ABU DHABI,UNITED ARAB EMIRATES,3,LANDED
EK,2363,2024-03-11 11:40:00,2024-03-11 11:34:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,LANDED
FZ,1211,2024-03-11 11:40:00,2024-03-11 11:34:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,LANDED
WZ,015,2024-03-11 12:00:00,2024-03-11 11:41:00,A,DME,MOSCOW,RUSSIAN FEDERATION,3,LANDED
EK,2451,2024-03-11 11:35:00,2024-03-11 11:56:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,DEPARTED
FZ,1082,2024-03-11 11:35:00,2024-03-11 11:56:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,DEPARTED
IZ,808,2024-03-11 12:05:00,2024-03-11 11:56:00,A,ETM,RAMON,ISRAEL,3,LANDED
A3,926,2024-03-11 12:00:00,2024-03-11 12:07:00,A,ATH,ATHENS,GREECE,3,LANDED
JU,7620,2024-03-11 12:00:00,2024-03-11 12:07:00,A,ATH,ATHENS,GREECE,3,LANDED
6H,047,2024-03-11 11:45:00,2024-03-11 12:09:00,D,ETM,RAMON,ISRAEL,3,DEPARTED
BZ,701,2024-03-11 11:55:00,2024-03-11 12:12:00,A,ATH,ATHENS,GREECE,3,LANDED
LY,973,2024-03-11 12:10:00,2024-03-11 12:19:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,DEPARTED
IZ,215,2024-03-11 12:15:00,2024-03-11 12:27:00,D,SKG,THESSALONIKI,GREECE,3,DEPARTED
LY,542,2024-03-11 12:05:00,2024-03-11 12:27:00,A,ATH,ATHENS,GREECE,3,LANDED
BZ,252,2024-03-11 12:30:00,2024-03-11 12:30:00,D,BCN,BARCELONA,SPAIN,3,CANCELED
HY,302,2024-03-11 12:35:00,2024-03-11 12:45:00,D,TAS,TASHKENT,UZBEKISTAN,3,DEPARTED
B6,6466,2024-03-11 12:30:00,2024-03-11 12:46:00,A,BOS,BOSTON,UNITED STATES,3,LANDED
DL,7436,2024-03-11 12:30:00,2024-03-11 12:46:00,A,BOS,BOSTON,UNITED STATES,3,LANDED
LY,016,2024-03-11 12:30:00,2024-03-11 12:46:00,A,BOS,BOSTON,UNITED STATES,3,LANDED
EK,2345,2024-03-11 13:05:00,2024-03-11 13:05:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,LANDED
EK,2364,2024-03-11 12:55:00,2024-03-11 13:05:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,DEPARTED
FZ,1125,2024-03-11 13:05:00,2024-03-11 13:05:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,LANDED
FZ,1212,2024-03-11 12:55:00,2024-03-11 13:05:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,DEPARTED
AM,7871,2024-03-11 13:00:00,2024-03-11 13:16:00,D,JFK,NEW YORK,UNITED STATES,3,DEPARTED
AR,7855,2024-03-11 13:00:00,2024-03-11 13:16:00,D,JFK,NEW YORK,UNITED STATES,3,DEPARTED
B6,6455,2024-03-11 13:00:00,2024-03-11 13:16:00,D,JFK,NEW YORK,UNITED STATES,3,DEPARTED
DL,7430,2024-03-11 13:00:00,2024-03-11 13:16:00,D,JFK,NEW YORK,UNITED STATES,3,DEPARTED
LY,007,2024-03-11 13:00:00,2024-03-11 13:16:00,D,JFK,NEW YORK,UNITED STATES,3,DEPARTED
EY,594,2024-03-11 13:00:00,2024-03-11 13:26:00,D,AUH,ABU DHABI,UNITED ARAB EMIRATES,3,DEPARTED
