Airline,FlightNum,PlanTime,ActualTime,Direction,Airport,City,Country,Terminal,Status
AR,7853,2024-03-17 00:45:00,2024-03-17 00:45:00,D,JFK,NEW YORK,UNITED STATES,3,ON TIME
B6,6451,2024-03-17 00:45:00,2024-03-17 00:45:00,D,JFK,NEW YORK,UNITED STATES,3,ON TIME
B6,6461,2024-03-17 00:45:00,2024-03-17 00:45:00,D,LAX,LOS ANGELES,UNITED STATES,3,ON TIME
DL,7424,2024-03-17 00:45:00,2024-03-17 00:45:00,D,JFK,NEW YORK,UNITED STATES,3,ON TIME
DL,7428,2024-03-17 00:45:00,2024-03-17 00:45:00,D,LAX,LOS ANGELES,UNITED STATES,3,ON TIME
LY,001,2024-03-17 00:45:00,2024-03-17 00:45:00,D,JFK,NEW YORK,UNITED STATES,3,ON TIME
LY,005,2024-03-17 00:45:00,2024-03-17 00:45:00,D,LAX,LOS ANGELES,UNITED STATES,3,ON TIME
AR,7851,2024-03-17 01:00:00,2024-03-17 01:00:00,D,MIA,MIAMI,UNITED STATES,3,ON TIME
B6,6467,2024-03-17 01:00:00,2024-03-17 01:00:00,D,MIA,MIAMI,UNITED STATES,3,ON TIME
B6,6483,2024-03-17 01:00:00,2024-03-17 01:00:00,D,EWR,NEWARK,UNITED STATES,3,ON TIME
DL,7437,2024-03-17 01:00:00,2024-03-17 01:00:00,D,MIA,MIAMI,UNITED STATES,3,ON TIME
DL,7443,2024-03-17 01:00:00,2024-03-17 01:00:00,D,EWR,NEWARK,UNITED STATES,3,ON TIME
LY,017,2024-03-17 01:00:00,2024-03-17 01:00:00,D,MIA,MIAMI,UNITED STATES,3,ON TIME
LY,027,2024-03-17 01:00:00,2024-03-17 01:00:00,D,EWR,NEWARK,UNITED STATES,3,ON TIME
B6,6465,2024-03-17 01:05:00,2024-03-17 01:05:00,D,BOS,BOSTON,UNITED STATES,3,ON TIME
DL,7435,2024-03-17 01:05:00,2024-03-17 01:05:00,D,BOS,BOSTON,UNITED STATES,3,ON TIME
LY,015,2024-03-17 01:05:00,2024-03-17 01:05:00,D,BOS,BOSTON,UNITED STATES,3,ON TIME
ET,405,2024-03-17 01:30:00,2024-03-17 01:30:00,D,ADD,ADDIS ABABA,ETHIOPIA,3,ON TIME
LY,8807,2024-03-17 01:30:00,2024-03-17 01:30:00,D,ADD,ADDIS ABABA,ETHIOPIA,3,ON TIME
BZ,461,2024-03-17 01:55:00,2024-03-17 01:43:00,A,PRG,PRAGUE,CZECH REPUBLIC,3,FINAL
LY,5132,2024-03-17 01:50:00,2024-03-17 01:50:00,A,LCA,LARNACA,CYPRUS,3,NOT FINAL
AA,387,2024-03-17 02:15:00,2024-03-17 02:09:00,A,FCO,ROME,ITALY,3,FINAL
AR,7874,2024-03-17 02:15:00,2024-03-17 02:09:00,A,FCO,ROME,ITALY,3,FINAL
LY,384,2024-03-17 02:15:00,2024-03-17 02:09:00,A,FCO,ROME,ITALY,3,FINAL
SK,3166,2024-03-17 02:15:00,2024-03-17 02:09:00,A,FCO,ROME,ITALY,3,FINAL
TP,8897,2024-03-17 02:15:00,2024-03-17 02:09:00,A,FCO,ROME,ITALY,3,FINAL
LY,388,2024-03-17 02:55:00,2024-03-17 02:51:00,A,MXP,MILAN,ITALY,3,FINAL
SK,3180,2024-03-17 02:55:00,2024-03-17 02:51:00,A,MXP,MILAN,ITALY,3,FINAL
TP,8901,2024-03-17 02:55:00,2024-03-17 02:51:00,A,MXP,MILAN,ITALY,3,FINAL
A3,928,2024-03-17 03:00:00,2024-03-17 03:00:00,A,ATH,ATHENS,GREECE,3,NOT FINAL
FB,1528,2024-03-17 03:00:00,2024-03-17 03:00:00,A,ATH,ATHENS,GREECE,3,NOT FINAL
6H,144,2024-03-17 03:10:00,2024-03-17 03:01:00,A,GNB,GRENOBLE,FRANCE,3,FINAL
LY,548,2024-03-17 03:30:00,2024-03-17 03:30:00,A,ATH,ATHENS,GREECE,3,NOT FINAL
OS,859,2024-03-17 03:35:00,2024-03-17 03:35:00,A,VIE,VIENNA,AUSTRIA,3,NOT FINAL
LO,151,2024-03-17 03:45:00,2024-03-17 03:45:00,A,WAW,WARSAW,POLAND,3,NOT FINAL
LY,9256,2024-03-17 03:45:00,2024-03-17 03:45:00,A,WAW,WARSAW,POLAND,3,NOT FINAL
AM,7854,2024-03-17 04:00:00,2024-03-17 04:00:00,A,CDG,PARIS,FRANCE,3,NOT FINAL
IB,2391,2024-03-17 04:00:00,2024-03-17 04:00:00,A,BCN,BARCELONA,SPAIN,3,NOT FINAL
LY,326,2024-03-17 04:00:00,2024-03-17 04:00:00,A,CDG,PARIS,FRANCE,3,NOT FINAL
LY,392,2024-03-17 04:00:00,2024-03-17 04:00:00,A,BCN,BARCELONA,SPAIN,3,NOT FINAL
SK,3158,2024-03-17 04:00:00,2024-03-17 04:00:00,A,CDG,PARIS,FRANCE,3,NOT FINAL
LY,5208,2024-03-17 04:35:00,2024-03-17 04:05:00,A,BEG,BELGRADE,SERBIA,3,EARLY
IZ,364,2024-03-17 04:30:00,2024-03-17 04:30:00,A,SOF,SOFIA,BULGARIA,3,NOT FINAL
IZ,284,2024-03-17 04:35:00,2024-03-17 04:35:00,A,PRG,PRAGUE,CZECH REPUBLIC,3,NOT FINAL
IZ,338,2024-03-17 04:35:00,2024-03-17 04:35:00,A,MXP,MILAN,ITALY,3,NOT FINAL
QS,1286,2024-03-17 04:35:00,2024-03-17 04:35:00,A,PRG,PRAGUE,CZECH REPUBLIC,3,NOT FINAL
LY,088,2024-03-17 04:35:00,2024-03-17 04:39:00,A,HKT,PHUKET,THAILAND,3,FINAL
AA,9267,2024-03-17 05:05:00,2024-03-17 05:05:00,A,LHR,LONDON,UNITED KINGDOM,3,NOT FINAL
AM,7876,2024-03-17 05:05:00,2024-03-17 05:05:00,A,LHR,LONDON,UNITED KINGDOM,3,NOT FINAL
BZ,251,2024-03-17 05:05:00,2024-03-17 05:05:00,A,BCN,BARCELONA,SPAIN,3,NOT FINAL
LY,318,2024-03-17 05:05:00,2024-03-17 05:05:00,A,LHR,LONDON,UNITED KINGDOM,3,NOT FINAL
SK,3174,2024-03-17 05:05:00,2024-03-17 05:05:00,A,LHR,LONDON,UNITED KINGDOM,3,NOT FINAL
A3,929,2024-03-17 05:15:00,2024-03-17 05:15:00,D,ATH,ATHENS,GREECE,3,ON TIME
B6,6453,2024-03-17 05:15:00,2024-03-17 05:15:00,D,JFK,NEW YORK,UNITED STATES,3,ON TIME
DL,7426,2024-03-17 05:15:00,2024-03-17 05:15:00,D,JFK,NEW YORK,UNITED STATES,3,ON TIME
FB,1529,2024-03-17 05:15:00,2024-03-17 05:15:00,D,ATH,ATHENS,GREECE,3,ON TIME
JU,7623,2024-03-17 05:15:00,2024-03-17 05:15:00,D,ATH,ATHENS,GREECE,3,ON TIME
LY,003,2024-03-17 05:15:00,2024-03-17 05:15:00,D,JFK,NEW YORK,UNITED STATES,3,ON TIME
LO,152,2024-03-17 05:20:00,2024-03-17 05:20:00,D,WAW,WARSAW,POLAND,3,ON TIME
LY,023,2024-03-17 05:20:00,2024-03-17 05:20:00,D,EWR,NEWARK,UNITED STATES,3,ON TIME
LY,9255,2024-03-17 05:20:00,2024-03-17 05:20:00,D,WAW,WARSAW,POLAND,3,ON TIME
NH,5620,2024-03-17 05:20:00,2024-03-17 05:20:00,D,VIE,VIENNA,AUSTRIA,3,ON TIME
OS,860,2024-03-17 05:20:00,2024-03-17 05:20:00,D,VIE,VIENNA,AUSTRIA,3,ON TIME
LY,311,2024-03-17 05:30:00,2024-03-17 05:30:00,D,LTN,LONDON LUTON,UNITED KINGDOM,3,ON TIME
IZ,779,2024-03-17 05:35:00,2024-03-17 05:35:00,D,LYS,LYON,FRANCE,3,ON TIME
QS,1287,2024-03-17 05:35:00,2024-03-17 05:35:00,D,PRG,PRAGUE,CZECH REPUBLIC,3,ON TIME
AA,9262,2024-03-17 05:50:00,2024-03-17 05:50:00,D,CDG,PARIS,FRANCE,3,ON TIME
AM,7867,2024-03-17 05:50:00,2024-03-17 05:50:00,D,CDG,PARIS,FRANCE,3,ON TIME
LY,319,2024-03-17 05:50:00,2024-03-17 05:50:00,D,CDG,PARIS,FRANCE,3,ON TIME
SK,3161,2024-03-17 05:50:00,2024-03-17 05:50:00,D,CDG,PARIS,FRANCE,3,ON TIME
AM,7864,2024-03-17 06:00:00,2024-03-17 06:00:00,D,AMS,AMSTERDAM,NETHERLANDS,3,ON TIME
IZ,771,2024-03-17 06:00:00,2024-03-17 06:00:00,D,GNB,GRENOBLE,FRANCE,3,ON TIME
LY,2371,2024-03-17 06:00:00,2024-03-17 06:00:00,D,BER,BERLIN,GERMANY,3,ON TIME
LY,337,2024-03-17 06:00:00,2024-03-17 06:00:00,D,AMS,AMSTERDAM,NETHERLANDS,3,ON TIME
LY,357,2024-03-17 06:00:00,2024-03-17 06:00:00,D,FRA,FRANKFURT,GERMANY,3,ON TIME
SK,3155,2024-03-17 06:00:00,2024-03-17 06:00:00,D,AMS,AMSTERDAM,NETHERLANDS,3,ON TIME
SK,3157,2024-03-17 06:00:00,2024-03-17 06:00:00,D,BER,BERLIN,GERMANY,3,ON TIME
SK,3165,2024-03-17 06:00:00,2024-03-17 06:00:00,D,FRA,FRANKFURT,GERMANY,3,ON TIME
LY,971,2024-03-17 06:05:00,2024-03-17 06:05:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,ON TIME
AR,7877,2024-03-17 06:10:00,2024-03-17 06:10:00,D,FCO,ROME,ITALY,3,ON TIME
LY,345,2024-03-17 06:10:00,2024-03-17 06:10:00,D,GVA,GENEVA,SWITZERLAND,3,ON TIME
LY,385,2024-03-17 06:10:00,2024-03-17 06:10:00,D,FCO,ROME,ITALY,3,ON TIME
SK,3167,2024-03-17 06:10:00,2024-03-17 06:10:00,D,FCO,ROME,ITALY,3,ON TIME
TP,8898,2024-03-17 06:10:00,2024-03-17 06:10:00,D,FCO,ROME,ITALY,3,ON TIME
LY,082,2024-03-17 06:15:00,2024-03-17 06:11:00,A,BKK,BANGKOK,THAILAND,3,FINAL
QF,5021,2024-03-17 06:15:00,2024-03-17 06:11:00,A,BKK,BANGKOK,THAILAND,3,FINAL
TG,5483,2024-03-17 06:15:00,2024-03-17 06:11:00,A,BKK,BANGKOK,THAILAND,3,FINAL
VN,3299,2024-03-17 06:15:00,2024-03-17 06:11:00,A,BKK,BANGKOK,THAILAND,3,FINAL
AA,9265,2024-03-17 06:15:00,2024-03-17 06:15:00,D,MAD,MADRID,SPAIN,3,ON TIME
AM,7879,2024-03-17 06:15:00,2024-03-17 06:15:00,D,MAD,MADRID,SPAIN,3,ON TIME
AR,7871,2024-03-17 06:15:00,2024-03-17 06:15:00,D,MAD,MADRID,SPAIN,3,ON TIME
IB,2394,2024-03-17 06:15:00,2024-03-17 06:15:00,D,MAD,MADRID,SPAIN,3,ON TIME
LY,395,2024-03-17 06:15:00,2024-03-17 06:15:00,D,MAD,MADRID,SPAIN,3,ON TIME
IB,2392,2024-03-17 06:30:00,2024-03-17 06:30:00,D,BCN,BARCELONA,SPAIN,3,ON TIME
IZ,773,2024-03-17 06:30:00,2024-03-17 06:30:00,D,GNB,GRENOBLE,FRANCE,3,ON TIME
IZ,801,2024-03-17 06:30:00,2024-03-17 06:30:00,D,ETM,RAMON,ISRAEL,3,ON TIME
LY,393,2024-03-17 06:30:00,2024-03-17 06:30:00,D,BCN,BARCELONA,SPAIN,3,ON TIME
LY,381,2024-03-17 06:50:00,2024-03-17 06:50:00,D,MXP,MILAN,ITALY,3,ON TIME
SK,3185,2024-03-17 06:50:00,2024-03-17 06:50:00,D,MXP,MILAN,ITALY,3,ON TIME
TP,8910,2024-03-17 06:50:00,2024-03-17 06:50:00,D,MXP,MILAN,ITALY,3,ON TIME
LY,541,2024-03-17 07:00:00,2024-03-17 07:00:00,D,ATH,ATHENS,GREECE,3,ON TIME
LY,573,2024-03-17 07:00:00,2024-03-17 07:00:00,D,OTP,BUCHAREST,ROMANIA,3,ON TIME
6H,883,2024-03-17 07:00:00,2024-03-17 07:00:00,D,BUS,BATUMI,GEORGIA,3,ON TIME
BZ,442,2024-03-17 07:05:00,2024-03-17 07:05:00,D,BUD,BUDAPEST,HUNGARY,3,ON TIME
LY,2365,2024-03-17 07:05:00,2024-03-17 07:05:00,D,BUD,BUDAPEST,HUNGARY,3,ON TIME
IZ,775,2024-03-17 07:15:00,2024-03-17 07:15:00,D,GNB,GRENOBLE,FRANCE,3,ON TIME
