CHOPER,CHFLTN,CHOPERD,CHSTOL,CHPTOL,CHAORD,CHLOC1,CHLOC1D,CHLOC1T,CHLOCCT,CHTERM,CHCINT,CHCKZN,CHRMINE
SK,3183,SAS,2024-03-12 15:45:00,2024-03-12 15:45:00,D,MXP,MILAN-MALPENSA,MILAN,ITALY,3,,,ON TIME
U8,109,TUS AIRWAYS,2024-03-12 15:45:00,2024-03-12 15:45:00,D,LCA,LARNACA,LARNACA,CYPRUS,3,,,ON TIME
AF,963,AIR FRANCE,2024-03-12 15:50:00,2024-03-12 15:50:00,D,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,ON TIME
LO,153,LOT POLISH AIRLINES,2024-03-12 15:50:00,2024-03-12 15:50:00,A,WAW,WARSAW,WARSAW,POLAND,3,,,NOT FINAL
6H,662,ISRAIR AIRLINES,2024-03-12 15:50:00,2024-03-12 15:50:00,A,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,,,NOT FINAL
LY,346,EL AL ISRAEL AIRLINES,2024-03-12 16:00:00,2024-03-12 16:00:00,A,GVA,GENEVA,GENEVA,SWITZERLAND,3,,,NOT FINAL
LY,382,EL AL ISRAEL AIRLINES,2024-03-12 16:00:00,2024-03-12 16:00:00,A,MXP,MILAN-MALPENSA,MILAN,ITALY,3,,,NOT FINAL
SK,3184,SAS,2024-03-12 16:00:00,2024-03-12 16:00:00,A,MXP,MILAN-MALPENSA,MILAN,ITALY,3,,,NOT FINAL
AM,7851,AERO MEXICO,2024-03-12 16:10:00,2024-03-12 16:10:00,D,AMS,AMSTERDAM,AMSTERDAM,NETHERLANDS,3,,,ON TIME
LY,339,EL AL ISRAEL AIRLINES,2024-03-12 16:10:00,2024-03-12 16:10:00,D,AMS,AMSTERDAM,AMSTERDAM,NETHERLANDS,3,,,ON TIME
SK,3151,SAS,2024-03-12 16:10:00,2024-03-12 16:10:00,D,AMS,AMSTERDAM,AMSTERDAM,NETHERLANDS,3,,,ON TIME
6H,891,ISRAIR AIRLINES,2024-03-12 16:10:00,2024-03-12 16:10:00,D,TBS,TBILISI,TBILISI,GEORGIA,3,,,ON TIME
LY,363,EL AL ISRAEL AIRLINES,2024-03-12 16:15:00,2024-03-12 16:15:00,D,VIE,VIENNA,VIENNA,AUSTRIA,3,,,ON TIME
LH,687,LUFTHANSA,2024-03-12 16:20:00,2024-03-12 16:20:00,D,FRA,FRANKFURT,FRANKFURT,GERMANY,3,,,ON TIME
SN,7174,BRUSSELS AIRLINES,2024-03-12 16:20:00,2024-03-12 16:20:00,D,FRA,FRANKFURT,FRANKFURT,GERMANY,3,,,ON TIME
UA,9123,UNITED AIRLINES,2024-03-12 16:20:00,2024-03-12 16:20:00,D,FRA,FRANKFURT,FRANKFURT,GERMANY,3,,,ON TIME
IZ,821,ARKIA  ISRAELI  AIRLINES,2024-03-12 16:30:00,2024-03-12 16:30:00,D,ETM,RAMON,RAMON,ISRAEL,3,,,ON TIME
W6,4428,WIZZAIR,2024-03-12 16:30:00,2024-03-12 16:30:00,D,SOF,SOFIA,SOFIA,BULGARIA,3,,,ON TIME
IB,2393,IBERIA,2024-03-12 16:35:00,2024-03-12 16:35:00,A,BCN,BARCELONA,BARCELONA,SPAIN,3,,,NOT FINAL
LY,394,EL AL ISRAEL AIRLINES,2024-03-12 16:35:00,2024-03-12 16:35:00,A,BCN,BARCELONA,BARCELONA,SPAIN,3,,,NOT FINAL
AA,9258,AMERICAN AIRLINES,2024-03-12 16:40:00,2024-03-12 16:40:00,A,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,NOT FINAL
LY,320,EL AL ISRAEL AIRLINES,2024-03-12 16:40:00,2024-03-12 16:40:00,A,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,NOT FINAL
AM,7853,AERO MEXICO,2024-03-12 16:50:00,2024-03-12 16:50:00,D,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,ON TIME
LY,325,EL AL ISRAEL AIRLINES,2024-03-12 16:50:00,2024-03-12 16:50:00,D,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,ON TIME
LY,338,EL AL ISRAEL AIRLINES,2024-03-12 16:50:00,2024-03-12 16:50:00,A,AMS,AMSTERDAM,AMSTERDAM,NETHERLANDS,3,,,NOT FINAL
SK,3150,SAS,2024-03-12 16:50:00,2024-03-12 16:50:00,A,AMS,AMSTERDAM,AMSTERDAM,NETHERLANDS,3,,,NOT FINAL
6H,727,ISRAIR AIRLINES,2024-03-12 16:50:00,2024-03-12 16:50:00,D,BUD,BUDAPEST,BUDAPEST,HUNGARY,3,,,ON TIME
IZ,414,ARKIA  ISRAELI  AIRLINES,2024-03-12 17:00:00,2024-03-12 17:00:00,A,BUS,BATUMI,BATUMI,GEORGIA,3,,,NOT FINAL
LO,154,LOT POLISH AIRLINES,2024-03-12 17:00:00,2024-03-12 17:00:00,D,WAW,WARSAW,WARSAW,POLAND,3,,,ON TIME
6H,564,ISRAIR AIRLINES,2024-03-12 17:00:00,2024-03-12 17:00:00,A,ATH,ATHENS,ATHENS,GREECE,3,,,NOT FINAL
LY,348,EL AL ISRAEL AIRLINES,2024-03-12 17:05:00,2024-03-12 17:05:00,A,ZRH,ZURICH,ZURICH,SWITZERLAND,3,,,NOT FINAL
SK,3188,SAS,2024-03-12 17:05:00,2024-03-12 17:05:00,A,ZRH,ZURICH,ZURICH,SWITZERLAND,3,,,NOT FINAL
AM,7877,AERO MEXICO,2024-03-12 17:15:00,2024-03-12 17:15:00,D,LHR,LONDON - HEATHROW,LONDON,UNITED KINGDOM,3,,,ON TIME
LY,317,EL AL ISRAEL AIRLINES,2024-03-12 17:15:00,2024-03-12 17:15:00,D,LHR,LONDON - HEATHROW,LONDON,UNITED KINGDOM,3,,,ON TIME
LY,083,EL AL ISRAEL AIRLINES,2024-03-12 17:25:00,2024-03-12 17:25:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,BANGKOK,THAILAND,3,,,ON TIME
QF,5018,QANTAS AIRWAYS,2024-03-12 17:25:00,2024-03-12 17:25:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,BANGKOK,THAILAND,3,,,ON TIME
TG,4586,THAI AIRWAYS,2024-03-12 17:25:00,2024-03-12 17:25:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,BANGKOK,THAILAND,3,,,ON TIME
AA,387,AMERICAN AIRLINES,2024-03-12 17:30:00,2024-03-12 17:30:00,A,FCO,ROME - FIUMICINO,ROME,ITALY,3,,,NOT FINAL
AR,7874,AEROLINEAS ARGENTINAS S.A.,2024-03-12 17:30:00,2024-03-12 17:30:00,A,FCO,ROME - FIUMICINO,ROME,ITALY,3,,,NOT FINAL
LY,384,EL AL ISRAEL AIRLINES,2024-03-12 17:30:00,2024-03-12 17:30:00,A,FCO,ROME - FIUMICINO,ROME,ITALY,3,,,NOT FINAL
LY,5109,EL AL ISRAEL AIRLINES,2024-03-12 17:30:00,2024-03-12 17:30:00,D,TBS,TBILISI,TBILISI,GEORGIA,3,,,ON TIME
SK,3166,SAS,2024-03-12 17:30:00,2024-03-12 17:30:00,A,FCO,ROME - FIUMICINO,ROME,ITALY,3,,,NOT FINAL
TP,8897,AIR PORTUGAL,2024-03-12 17:30:00,2024-03-12 17:30:00,A,FCO,ROME - FIUMICINO,ROME,ITALY,3,,,NOT FINAL
LY,2523,EL AL ISRAEL AIRLINES,2024-03-12 17:45:00,2024-03-12 17:45:00,D,PRG,PRAGUE-RUZYNE,PRAGUE,CZECH REPUBLIC,3,,,ON TIME
AA,9266,AMERICAN AIRLINES,2024-03-12 17:50:00,2024-03-12 17:50:00,A,MAD,MADRID,MADRID,SPAIN,3,,,NOT FINAL
AM,7859,AERO MEXICO,2024-03-12 17:50:00,2024-03-12 17:50:00,A,MAD,MADRID,MADRID,SPAIN,3,,,NOT FINAL
AR,7872,AEROLINEAS ARGENTINAS S.A.,2024-03-12 17:50:00,2024-03-12 17:50:00,A,MAD,MADRID,MADRID,SPAIN,3,,,NOT FINAL
IB,2395,IBERIA,2024-03-12 17:50:00,2024-03-12 17:50:00,A,MAD,MADRID,MADRID,SPAIN,3,,,NOT FINAL
IZ,211,ARKIA  ISRAELI  AIRLINES,2024-03-12 17:50:00,2024-03-12 17:50:00,D,ATH,ATHENS,ATHENS,GREECE,3,,,ON TIME
LY,396,EL AL ISRAEL AIRLINES,2024-03-12 17:50:00,2024-03-12 17:50:00,A,MAD,MADRID,MADRID,SPAIN,3,,,NOT FINAL
LY,571,EL AL ISRAEL AIRLINES,2024-03-12 17:50:00,2024-03-12 17:50:00,D,OTP,BUCHAREST - OTOPENI,BUCHAREST,ROMANIA,3,,,ON TIME
A3,924,AEGEAN  AIRLINES,2024-03-12 18:00:00,2024-03-12 18:00:00,A,ATH,ATHENS,ATHENS,GREECE,3,,,NOT FINAL
A4,5023,AZIMUTH AIRLINES,2024-03-12 18:00:00,2024-03-12 18:00:00,A,AER,SOCHI,SOCHI,RUSSIAN FEDERATION,3,,,NOT FINAL
6H,045,ISRAIR AIRLINES,2024-03-12 18:00:00,2024-03-12 18:00:00,D,ETM,RAMON,RAMON,ISRAEL,3,,,ON TIME
A3,925,AEGEAN  AIRLINES,2024-03-12 18:50:00,2024-03-12 18:50:00,D,ATH,ATHENS,ATHENS,GREECE,3,,,ON TIME
A4,5024,AZIMUTH AIRLINES,2024-03-12 18:55:00,2024-03-12 18:55:00,D,AER,SOCHI,SOCHI,RUSSIAN FEDERATION,3,,,ON TIME
IZ,822,ARKIA  ISRAELI  AIRLINES,2024-03-12 18:55:00,2024-03-12 18:55:00,A,ETM,RAMON,RAMON,ISRAEL,3,,,NOT FINAL
AI,139,AIR INDIA,2024-03-12 19:25:00,2024-03-12 19:25:00,A,DEL,DELHI,NEW DELHI,INDIA,3,,,NOT FINAL
IZ,827,ARKIA  ISRAELI  AIRLINES,2024-03-12 19:40:00,2024-03-12 19:40:00,D,ETM,RAMON,RAMON,ISRAEL,3,,,ON TIME
LY,2367,EL AL ISRAEL AIRLINES,2024-03-12 19:50:00,2024-03-12 19:50:00,D,BUD,BUDAPEST,BUDAPEST,HUNGARY,3,,,ON TIME
AA,9259,AMERICAN AIRLINES,2024-03-12 20:00:00,2024-03-12 20:00:00,A,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,NOT FINAL
AM,7862,AERO MEXICO,2024-03-12 20:00:00,2024-03-12 20:00:00,A,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,NOT FINAL
LY,324,EL AL ISRAEL AIRLINES,2024-03-12 20:00:00,2024-03-12 20:00:00,A,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,NOT FINAL
LY,5133,EL AL ISRAEL AIRLINES,2024-03-12 20:00:00,2024-03-12 20:00:00,D,LCA,LARNACA,LARNACA,CYPRUS,3,,,ON TIME
LY,974,EL AL ISRAEL AIRLINES,2024-03-12 20:00:00,2024-03-12 20:00:00,A,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,,,NOT FINAL
SK,3160,SAS,2024-03-12 20:00:00,2024-03-12 20:00:00,A,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,NOT FINAL
LY,081,EL AL ISRAEL AIRLINES,2024-03-12 20:05:00,2024-03-12 20:05:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,BANGKOK,THAILAND,3,,,ON TIME
QF,5020,QANTAS AIRWAYS,2024-03-12 20:05:00,2024-03-12 20:05:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,BANGKOK,THAILAND,3,,,ON TIME
TG,4584,THAI AIRWAYS,2024-03-12 20:05:00,2024-03-12 20:05:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,BANGKOK,THAILAND,3,,,ON TIME
VN,3298,VIETNAM AIRLINES,2024-03-12 20:05:00,2024-03-12 20:05:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,BANGKOK,THAILAND,3,,,ON TIME
LY,543,EL AL ISRAEL AIRLINES,2024-03-12 20:15:00,2024-03-12 20:15:00,D,ATH,ATHENS,ATHENS,GREECE,3,,,ON TIME
LY,5102,EL AL ISRAEL AIRLINES,2024-03-12 20:20:00,2024-03-12 20:20:00,A,WAW,WARSAW,WARSAW,POLAND,3,,,NOT FINAL
LY,5108,EL AL ISRAEL AIRLINES,2024-03-12 20:20:00,2024-03-12 20:20:00,A,TBS,TBILISI,TBILISI,GEORGIA,3,,,NOT FINAL
6H,046,ISRAIR AIRLINES,2024-03-12 20:30:00,2024-03-12 20:30:00,A,ETM,RAMON,RAMON,ISRAEL,3,,,NOT FINAL
6H,562,ISRAIR AIRLINES,2024-03-12 20:30:00,2024-03-12 20:30:00,A,ATH,ATHENS,ATHENS,GREECE,3,,,NOT FINAL
LY,612,EL AL ISRAEL AIRLINES,2024-03-12 20:55:00,2024-03-12 20:55:00,A,DME,MOSCOW-DOMODEDOVO,MOSCOW,RUSSIAN FEDERATION,3,,,NOT FINAL
S7,4483,SIBERIA AIRLINES,2024-03-12 20:55:00,2024-03-12 20:55:00,A,DME,MOSCOW-DOMODEDOVO,MOSCOW,RUSSIAN FEDERATION,3,,,NOT FINAL
AA,9260,AMERICAN AIRLINES,2024-03-12 21:05:00,2024-03-12 21:05:00,A,LHR,LONDON - HEATHROW,LONDON,UNITED KINGDOM,3,,,NOT FINAL
LY,316,EL AL ISRAEL AIRLINES,2024-03-12 21:05:00,2024-03-12 21:05:00,A,LHR,LONDON - HEATHROW,LONDON,UNITED KINGDOM,3,,,NOT FINAL
AI,140,AIR INDIA,2024-03-12 21:10:00,2024-03-12 21:10:00,D,DEL,DELHI,NEW DELHI,INDIA,3,,,ON TIME
6H,585,ISRAIR AIRLINES,2024-03-12 21:35:00,2024-03-12 21:35:00,D,LCA,LARNACA,LARNACA,CYPRUS,3,,,ON TIME
IZ,828,ARKIA  ISRAELI  AIRLINES,2024-03-12 21:45:00,2024-03-12 21:45:00,A,ETM,RAMON,RAMON,ISRAEL,3,,,NOT FINAL
LY,088,EL AL ISRAEL AIRLINES,2024-03-12 22:05:00,2024-03-12 22:05:00,A,HKT,PHUKET,PHUKET,THAILAND,3,,,NOT FINAL
LY,092,EL AL ISRAEL AIRLINES,2024-03-12 22:05:00,2024-03-12 22:05:00,A,NRT,TOKYO INTL.-NARITA,TOKYO,JAPAN,3,,,NOT FINAL
6H,892,ISRAIR AIRLINES,2024-03-12 22:25:00,2024-03-12 22:25:00,A,TBS,TBILISI,TBILISI,GEORGIA,3,,,NOT FINAL
IZ,282,ARKIA  ISRAELI  AIRLINES,2024-03-12 22:45:00,2024-03-12 22:45:00,A,PRG,PRAGUE-RUZYNE,PRAGUE,CZECH REPUBLIC,3,,,NOT FINAL
